1,11,38,38,23510,0,0,0,100,23410,76.64,23486,26.26,23460,0,0,0,23460,0,,
1,12,38,38,23460,0,0,0,100,23360,76.47,23436,26.20,23410,0,0,0,23410,0,,
2,13,38,38,23410,24000,0,24000,100,47310,154.88,47465,53.07,47412,0,0,0,47412,"-24,000",,
2,14,38,38,47412,0,0,0,100,47312,154.89,47467,53.07,47414,0,0,0,47414,0,,
2,15,38,38,47414,0,0,0,100,47314,154.89,47469,53.07,47416,0,0,0,47416,0,,
2,16,38,38,47416,0,0,0,100,47316,154.90,47471,53.08,47418,0,0,0,47418,0,,
2,17,39,39,47418,0,0,0,100,47318,154.91,47472,53.08,47419,0,0,0,47419,0,,
2,18,39,39,47419,0,0,0,100,47319,154.91,47474,53.08,47421,0,0,0,47421,0,,
2,19,39,39,47421,0,0,0,100,47321,154.92,47476,53.08,47423,0,0,0,47423,0,,
2,20,39,39,47423,0,0,0,100,47323,154.92,47478,53.08,47425,0,0,0,47425,0,,
2,21,39,39,47425,0,0,0,100,47325,154.93,47480,53.09,47427,0,0,0,47427,0,,
2,22,39,39,47427,0,0,0,100,47327,154.94,47482,53.09,47429,0,0,0,47429,0,,
2,23,39,39,47429,0,0,0,100,47329,154.94,47483,53.09,47430,0,0,0,47430,0,,
2,24,39,39,47430,0,0,0,100,47330,154.95,47485,53.09,47432,0,0,0,47432,0,,
3,25,39,39,47432,24000,0,24000,100,71332,233.52,71566,80.02,71486,0,0,0,71486,"-24,000",,
3,26,39,39,71486,0,0,0,100,71386,233.70,71619,80.08,71539,0,0,0,71539,0,,
3,27,39,39,71539,0,0,0,100,71439,233.87,71673,80.14,71593,0,0,0,71593,0,,
3,28,39,39,71593,0,0,0,100,71493,234.05,71727,80.20,71647,0,0,0,71647,0,,
3,29,40,40,71647,0,0,0,100,71547,234.23,71781,80.26,71701,0,0,0,71701,0,,
3,30,40,40,71701,0,0,0,100,71601,234.40,71835,80.32,71755,0,0,0,71755,0,,
3,31,40,40,71755,0,0,0,100,71655,234.58,71890,80.38,71809,0,0,0,71809,0,,
3,32,40,40,71809,0,0,0,100,71709,234.76,71944,80.44,71864,0,0,0,71864,0,,
3,33,40,40,71864,0,0,0,100,71764,234.94,71998,80.50,71918,0,0,0,71918,0,,
3,34,40,40,71918,0,0,0,100,71818,235.11,72053,80.56,71972,0,0,0,71972,0,,
3,35,40,40,71972,0,0,0,100,71872,235.29,72108,80.62,72027,0,0,0,72027,0,,
3,36,40,40,72027,0,0,0,100,71927,235.47,72163,80.68,72082,0,0,0,72082,0,,
4,37,40,40,72082,24000,0,24000,100,95982,314.22,96296,107.67,96189,0,0,0,96189,"-24,000",,
4,38,40,40,96189,0,0,0,100,96089,314.57,96403,107.79,96295,0,0,0,96295,0,,
4,39,40,40,96295,0,0,0,100,96195,314.92,96510,107.91,96402,0,0,0,96402,0,,
4,40,40,40,96402,0,0,0,100,96302,315.27,96618,108.03,96510,0,0,0,96510,0,,
4,41,41,41,96510,0,0,0,100,96410,315.62,96725,108.15,96617,0,0,0,96617,0,,
4,42,41,41,96617,0,0,0,100,96517,315.97,96833,108.27,96725,0,0,0,96725,0,,
4,43,41,41,96725,0,0,0,100,96625,316.32,96941,108.39,96833,0,0,0,96833,0,,
4,44,41,41,96833,0,0,0,100,96733,316.68,97049,108.51,96941,0,0,0,96941,0,,
4,45,41,41,96941,0,0,0,100,96841,317.03,97158,108.63,97049,0,0,0,97049,0,,
4,46,41,41,97049,0,0,0,100,96949,317.39,97267,108.75,97158,0,0,0,97158,0,,
4,47,41,41,97158,0,0,0,100,97058,317.74,97376,108.88,97267,0,0,0,97267,0,,
4,48,41,41,97267,0,0,0,100,97167,318.10,97485,109.00,97376,0,0,0,97376,0,,
5,49,41,41,97376,24000,0,24000,100,121276,397.03,121673,136.04,121537,0,0,0,121537,"-24,000",,
5,50,41,41,121537,0,0,0,100,121437,397.55,121834,136.22,121698,0,0,0,121698,0,,
5,51,41,41,121698,0,0,0,100,121598,398.08,121996,136.40,121860,0,0,0,121860,0,,
5,52,41,41,121860,0,0,0,100,121760,398.61,122158,136.59,122022,0,0,0,122022,0,,
5,53,42,42,122022,0,0,0,100,121922,399.14,122321,136.77,122184,0,0,0,122184,0,,
5,54,42,42,122184,0,0,0,100,122084,399.67,122484,136.95,122347,0,0,0,122347,0,,
5,55,42,42,122347,0,0,0,100,122247,400.20,122647,137.13,122510,0,0,0,122510,0,,
5,56,42,42,122510,0,0,0,100,122410,400.74,122811,137.31,122673,0,0,0,122673,0,,
5,57,42,42,122673,0,0,0,100,122573,401.27,122975,137.50,122837,0,0,0,122837,0,,
5,58,42,42,122837,0,0,0,100,122737,401.81,123139,137.68,123001,0,0,0,123001,0,,
5,59,42,42,123001,0,0,0,100,122901,402.35,123304,137.87,123166,0,0,0,123166,0,,
5,60,42,42,123166,0,0,0,100,123066,402.89,123469,138.05,123331,0,0,0,123331,0,,
6,61,42,42,123331,24000,0,24000,100,147231,481.99,147713,165.16,147547,0,0,0,147547,"-24,000",,
6,62,42,42,147547,0,0,0,100,147447,482.70,147930,165.40,147765,0,0,0,147765,0,,
6,63,42,42,147765,0,0,0,100,147665,483.42,148148,165.64,147983,0,0,0,147983,0,,
6,64,42,42,147983,0,0,0,100,147883,484.13,148367,165.89,148201,0,0,0,148201,0,,
6,65,43,43,148201,0,0,0,100,148101,484.84,148586,166.13,148419,0,0,0,148419,0,,
6,66,43,43,148419,0,0,0,100,148319,485.56,148805,166.38,148639,0,0,0,148639,0,,
6,67,43,43,148639,0,0,0,100,148539,486.28,149025,166.62,148858,0,0,0,148858,0,,
6,68,43,43,148858,0,0,0,100,148758,487.00,149245,166.87,149078,0,0,0,149078,0,,
6,69,43,43,149078,0,0,0,100,148978,487.72,149466,167.12,149299,0,0,0,149299,0,,
6,70,43,43,149299,0,0,0,100,149199,488.44,149687,167.37,149520,0,0,0,149520,0,,
6,71,43,43,149520,0,0,0,100,149420,489.16,149909,167.61,149742,0,0,0,149742,0,,
6,72,43,43,149742,0,0,0,100,149642,489.89,150132,167.86,149964,149,0,0,150112,0,,
7,73,43,43,150112,24000,0,24000,100,174012,569.67,174582,195.20,174387,0,0,0,174387,"-24,000",,
7,74,43,43,174387,0,0,0,100,174287,570.57,174857,195.51,174662,0,0,0,174662,0,,
7,75,43,43,174662,0,0,0,100,174562,571.47,175133,195.82,174938,0,0,0,174938,0,,
7,76,43,43,174938,0,0,0,100,174838,572.37,175410,196.13,175214,0,0,0,175214,0,,
7,77,44,44,175214,0,0,0,100,175114,573.28,175687,196.44,175491,0,0,0,175491,0,,
7,78,44,44,175491,0,0,0,100,175391,574.18,175965,196.75,175768,0,0,0,175768,0,,
7,79,44,44,175768,0,0,0,100,175668,575.09,176243,197.06,176046,0,0,0,176046,0,,
7,80,44,44,176046,0,0,0,100,175946,576.00,176522,197.37,176325,0,0,0,176325,0,,
7,81,44,44,176325,0,0,0,100,176225,576.91,176802,197.68,176604,0,0,0,176604,0,,
7,82,44,44,176604,0,0,0,100,176504,577.83,177082,198.00,176884,0,0,0,176884,0,,
7,83,44,44,176884,0,0,0,100,176784,578.74,177363,198.31,177164,0,0,0,177164,0,,
7,84,44,44,177164,0,0,0,100,177064,579.66,177644,198.62,177445,176,0,0,177621,0,,
8,85,44,44,177621,24000,0,24000,100,201521,659.73,202181,226.06,201955,0,0,0,201955,"-24,000",,
8,86,44,44,201955,0,0,0,100,201855,660.82,202516,226.43,202289,0,0,0,202289,0,,
8,87,44,44,202289,0,0,0,100,202189,661.92,202851,226.81,202624,0,0,0,202624,0,,
8,88,44,44,202624,0,0,0,100,202524,663.01,203187,227.18,202960,0,0,0,202960,0,,
8,89,45,45,202960,0,0,0,100,202860,664.11,203524,227.56,203297,0,0,0,203297,0,,
8,90,45,45,203297,0,0,0,100,203197,665.21,203862,227.94,203634,0,0,0,203634,0,,
8,91,45,45,203634,0,0,0,100,203534,666.32,204200,228.32,203972,0,0,0,203972,0,,
8,92,45,45,203972,0,0,0,100,203872,667.42,204540,228.70,204311,0,0,0,204311,0,,
8,93,45,45,204311,0,0,0,100,204211,668.53,204879,229.08,204650,0,0,0,204650,0,,
8,94,45,45,204650,0,0,0,100,204550,669.64,205220,229.46,204990,0,0,0,204990,0,,
8,95,45,45,204990,0,0,0,100,204890,670.76,205561,229.84,205331,0,0,0,205331,0,,
8,96,45,45,205331,0,0,0,100,205231,671.87,205903,230.22,205673,204,0,0,205877,0,,
9,97,45,45,205877,24000,0,24000,100,229777,752.23,230529,257.75,230271,0,0,0,230271,"-24,000",,
9,98,45,45,230271,0,0,0,100,230171,753.52,230925,258.20,230667,0,0,0,230667,0,,
9,99,45,45,230667,0,0,0,100,230567,754.82,231321,258.64,231063,0,0,0,231063,0,,
9,100,45,45,231063,0,0,0,100,230963,756.11,231719,259.08,231460,0,0,0,231460,0,,
9,101,46,46,231460,0,0,0,100,231360,757.41,232117,259.53,231858,0,0,0,231858,0,,
9,102,46,46,231858,0,0,0,100,231758,758.71,232516,259.98,232256,0,0,0,232256,0,,
9,103,46,46,232256,0,0,0,100,232156,760.02,232917,260.42,232656,0,0,0,232656,0,,
9,104,46,46,232656,0,0,0,100,232556,761.33,233317,260.87,233057,0,0,0,233057,0,,
9,105,46,46,233057,0,0,0,100,232957,762.64,233719,261.32,233458,0,0,0,233458,0,,
9,106,46,46,233458,0,0,0,100,233358,763.95,234122,261.77,233860,0,0,0,233860,0,,
9,107,46,46,233860,0,0,0,100,233760,765.27,234525,262.22,234263,0,0,0,234263,0,,
9,108,46,46,234263,0,0,0,100,234163,766.59,234930,262.67,234667,232,0,0,234899,0,,
10,109,46,46,234899,24000,0,24000,100,258799,847.24,259647,290.31,259356,0,0,0,259356,"-24,000",,
10,110,46,46,259356,0,0,0,100,259256,848.74,260105,290.82,259814,0,0,0,259814,0,,
10,111,46,46,259814,0,0,0,100,259714,850.24,260565,291.34,260273,0,0,0,260273,0,,
10,112,46,46,260273,0,0,0,100,260173,851.74,261025,291.85,260733,0,0,0,260733,0,,
10,113,47,47,260733,0,0,0,100,260633,853.24,261486,292.37,261194,0,0,0,261194,0,,
10,114,47,47,261194,0,0,0,100,261094,854.75,261949,292.88,261656,0,0,0,261656,0,,
10,115,47,47,261656,0,0,0,100,261556,856.27,262412,293.40,262119,0,0,0,262119,0,,
10,116,47,47,262119,0,0,0,100,262019,857.78,262876,293.92,262583,0,0,0,262583,0,,
10,117,47,47,262583,0,0,0,100,262483,859.30,263342,294.44,263047,0,0,0,263047,0,,
10,118,47,47,263047,0,0,0,100,262947,860.82,263808,294.96,263513,0,0,0,263513,0,,
10,119,47,47,263513,0,0,0,100,263413,862.35,264276,295.49,263980,0,0,0,263980,0,,
10,120,47,47,263980,0,0,0,100,263880,863.87,264744,296.01,264448,262,7415,12000,284125,0,,
11,121,47,47,284125,0,0,0,0,284125,930.15,285055,318.72,284737,0,0,0,284737,0,,
11,122,47,47,284737,0,0,0,0,284737,932.15,285669,319.41,285349,0,0,0,285349,0,,
11,123,47,47,285349,0,0,0,0,285349,934.16,286284,320.09,285963,0,0,0,285963,0,,
11,124,47,47,285963,0,0,0,0,285963,936.17,286900,320.78,286579,0,0,0,286579,0,,
11,125,48,48,286579,0,0,0,0,286579,938.18,287517,321.47,287196,0,0,0,287196,0,,
11,126,48,48,287196,0,0,0,0,287196,940.20,288136,322.16,287814,0,0,0,287814,0,,
11,127,48,48,287814,0,0,0,0,287814,942.23,288756,322.86,288433,0,0,0,288433,0,,
11,128,48,48,288433,0,0,0,0,288433,944.25,289377,323.55,289054,0,0,0,289054,0,,
11,129,48,48,289054,0,0,0,0,289054,946.29,290000,324.25,289676,0,0,0,289676,0,,
11,130,48,48,289676,0,0,0,0,289676,948.32,290624,324.95,290299,0,0,0,290299,0,,
11,131,48,48,290299,0,0,0,0,290299,950.36,291249,325.65,290924,0,0,0,290924,0,,
11,132,48,48,290924,0,0,0,0,290924,952.41,291876,326.35,291550,0,0,0,291550,0,,
12,133,48,48,291550,0,0,0,0,291550,954.46,292504,327.05,292177,0,0,0,292177,0,,
12,134,48,48,292177,0,0,0,0,292177,956.51,293134,327.75,292806,0,0,0,292806,0,,
12,135,48,48,292806,0,0,0,0,292806,958.57,293765,328.46,293436,0,0,0,293436,0,,
12,136,48,48,293436,0,0,0,0,293436,960.63,294397,329.16,294068,0,0,0,294068,0,,
12,137,49,49,294068,0,0,0,0,294068,962.70,295030,329.87,294700,0,0,0,294700,0,,
12,138,49,49,294700,0,0,0,0,294700,964.77,295665,330.58,295335,0,0,0,295335,0,,
12,139,49,49,295335,0,0,0,0,295335,966.85,296301,331.29,295970,0,0,0,295970,0,,
12,140,49,49,295970,0,0,0,0,295970,968.93,296939,332.01,296607,0,0,0,296607,0,,
12,141,49,49,296607,0,0,0,0,296607,971.01,297578,332.72,297245,0,0,0,297245,0,,
12,142,49,49,297245,0,0,0,0,297245,973.10,298219,333.44,297885,0,0,0,297885,0,,
12,143,49,49,297885,0,0,0,0,297885,975.20,298860,334.16,298526,0,0,0,298526,0,,
12,144,49,49,298526,0,0,0,0,298526,977.30,299503,334.87,299169,0,0,0,299169,0,,
13,145,49,49,299169,0,0,0,0,299169,979.40,300148,335.59,299812,0,0,0,299812,0,,
13,146,49,49,299812,0,0,0,0,299812,981.51,300794,336.32,300458,0,0,0,300458,0,,
13,147,49,49,300458,0,0,0,0,300458,983.62,301441,337.04,301104,0,0,0,301104,0,,
13,148,49,49,301104,0,0,0,0,301104,985.74,302090,337.77,301752,0,0,0,301752,0,,
13,149,50,50,301752,0,0,0,0,301752,987.86,302740,338.49,302401,0,0,0,302401,0,,
13,150,50,50,302401,0,0,0,0,302401,989.98,303391,339.22,303052,0,0,0,303052,0,,
13,151,50,50,303052,0,0,0,0,303052,992.11,304044,339.95,303704,0,0,0,303704,0,,
13,152,50,50,303704,0,0,0,0,303704,994.25,304699,340.68,304358,0,0,0,304358,0,,
13,153,50,50,304358,0,0,0,0,304358,996.39,305354,341.42,305013,0,0,0,305013,0,,
13,154,50,50,305013,0,0,0,0,305013,998.53,306011,342.15,305669,0,0,0,305669,0,,
13,155,50,50,305669,0,0,0,0,305669,1000.68,306670,342.89,306327,0,0,0,306327,0,,
13,156,50,50,306327,0,0,0,0,306327,1002.84,307330,343.63,306986,0,0,0,306986,0,,
14,157,50,50,306986,0,0,0,0,306986,1004.99,307991,344.36,307647,0,0,0,307647,0,,
14,158,50,50,307647,0,0,0,0,307647,1007.16,308654,345.11,308309,0,0,0,308309,0,,
14,159,50,50,308309,0,0,0,0,308309,1009.32,309318,345.85,308972,0,0,0,308972,0,,
14,160,50,50,308972,0,0,0,0,308972,1011.50,309984,346.59,309637,0,0,0,309637,0,,
14,161,51,51,309637,0,0,0,0,309637,1013.67,310651,347.34,310304,0,0,0,310304,0,,
14,162,51,51,310304,0,0,0,0,310304,1015.85,311320,348.09,310971,0,0,0,310971,0,,
14,163,51,51,310971,0,0,0,0,310971,1018.04,311990,348.83,311641,0,0,0,311641,0,,
14,164,51,51,311641,0,0,0,0,311641,1020.23,312661,349.59,312311,0,0,0,312311,0,,
14,165,51,51,312311,0,0,0,0,312311,1022.43,313334,350.34,312983,0,0,0,312983,0,,
14,166,51,51,312983,0,0,0,0,312983,1024.63,314008,351.09,313657,0,0,0,313657,0,,
14,167,51,51,313657,0,0,0,0,313657,1026.83,314684,351.85,314332,0,0,0,314332,0,,
14,168,51,51,314332,0,0,0,0,314332,1029.04,315361,352.60,315008,0,0,0,315008,0,,
15,169,51,51,315008,0,0,0,0,315008,1031.26,316040,353.36,315686,0,0,0,315686,0,,
15,170,51,51,315686,0,0,0,0,315686,1033.47,316720,354.12,316366,0,0,0,316366,0,,
15,171,51,51,316366,0,0,0,0,316366,1035.70,317401,354.89,317046,0,0,0,317046,0,,
15,172,51,51,317046,0,0,0,0,317046,1037.93,318084,355.65,317729,0,0,0,317729,0,,
15,173,52,52,317729,0,0,0,0,317729,1040.16,318769,356.41,318412,0,0,0,318412,0,,
15,174,52,52,318412,0,0,0,0,318412,1042.40,319455,357.18,319098,0,0,0,319098,0,,
15,175,52,52,319098,0,0,0,0,319098,1044.64,320142,357.95,319784,0,0,0,319784,0,,
15,176,52,52,319784,0,0,0,0,319784,1046.89,320831,358.72,320473,0,0,0,320473,0,,
15,177,52,52,320473,0,0,0,0,320473,1049.14,321522,359.49,321162,0,0,0,321162,0,,
15,178,52,52,321162,0,0,0,0,321162,1051.40,322214,360.27,321853,0,0,0,321853,0,,
15,179,52,52,321853,0,0,0,0,321853,1053.66,322907,361.04,322546,0,0,0,322546,0,,
15,180,52,52,322546,0,0,0,0,322546,1055.93,323602,361.82,323240,0,9461,0,332701,0,,
16,181,52,52,332701,0,0,0,0,332701,1089.18,333791,373.21,333417,0,0,0,333417,0,,
16,182,52,52,333417,0,0,0,0,333417,1091.52,334509,374.01,334135,0,0,0,334135,0,,
16,183,52,52,334135,0,0,0,0,334135,1093.87,335229,374.82,334854,0,0,0,334854,0,,
16,184,52,52,334854,0,0,0,0,334854,1096.22,335950,375.63,335575,0,0,0,335575,0,,
16,185,53,53,335575,0,0,0,0,335575,1098.58,336673,376.43,336297,0,0,0,336297,0,,
16,186,53,53,336297,0,0,0,0,336297,1100.95,337398,377.24,337020,0,0,0,337020,0,,
16,187,53,53,337020,0,0,0,0,337020,1103.32,338124,378.06,337746,0,0,0,337746,0,,
16,188,53,53,337746,0,0,0,0,337746,1105.69,338851,378.87,338473,0,0,0,338473,0,,
16,189,53,53,338473,0,0,0,0,338473,1108.07,339581,379.68,339201,0,0,0,339201,0,,
16,190,53,53,339201,0,0,0,0,339201,1110.46,340311,380.50,339931,0,0,0,339931,0,,
16,191,53,53,339931,0,0,0,0,339931,1112.85,341044,381.32,340662,0,0,0,340662,0,,
16,192,53,53,340662,0,0,0,0,340662,1115.24,341778,382.14,341396,0,0,0,341396,0,,
17,193,53,53,341396,0,0,0,0,341396,1117.64,342513,382.96,342130,0,0,0,342130,0,,
17,194,53,53,342130,0,0,0,0,342130,1120.05,343250,383.79,342866,0,0,0,342866,0,,
17,195,53,53,342866,0,0,0,0,342866,1122.46,343989,384.61,343604,0,0,0,343604,0,,
17,196,53,53,343604,0,0,0,0,343604,1124.87,344729,385.44,344344,0,0,0,344344,0,,
17,197,54,54,344344,0,0,0,0,344344,1127.29,345471,386.27,345085,0,0,0,345085,0,,
17,198,54,54,345085,0,0,0,0,345085,1129.72,346214,387.10,345827,0,0,0,345827,0,,
17,199,54,54,345827,0,0,0,0,345827,1132.15,346960,387.93,346572,0,0,0,346572,0,,
17,200,54,54,346572,0,0,0,0,346572,1134.59,347706,388.77,347317,0,0,0,347317,0,,
17,201,54,54,347317,0,0,0,0,347317,1137.03,348454,389.61,348065,0,0,0,348065,0,,
17,202,54,54,348065,0,0,0,0,348065,1139.47,349204,390.44,348814,0,0,0,348814,0,,
17,203,54,54,348814,0,0,0,0,348814,1141.93,349956,391.29,349564,0,0,0,349564,0,,
17,204,54,54,349564,0,0,0,0,349564,1144.38,350709,392.13,350317,0,0,0,350317,0,,
18,205,54,54,350317,0,0,0,0,350317,1146.85,351464,392.97,351071,0,0,0,351071,0,,
18,206,54,54,351071,0,0,0,0,351071,1149.31,352220,393.82,351826,0,0,0,351826,0,,
18,207,54,54,351826,0,0,0,0,351826,1151.79,352978,394.66,352583,0,0,0,352583,0,,
18,208,54,54,352583,0,0,0,0,352583,1154.27,353738,395.51,353342,0,0,0,353342,0,,
18,209,55,55,353342,0,0,0,0,353342,1156.75,354499,396.36,354102,0,0,0,354102,0,,
18,210,55,55,354102,0,0,0,0,354102,1159.24,355262,397.22,354864,0,0,0,354864,0,,
18,211,55,55,354864,0,0,0,0,354864,1161.73,356026,398.07,355628,0,0,0,355628,0,,
18,212,55,55,355628,0,0,0,0,355628,1164.23,356792,398.93,356393,0,0,0,356393,0,,
18,213,55,55,356393,0,0,0,0,356393,1166.74,357560,399.79,357160,0,0,0,357160,0,,
18,214,55,55,357160,0,0,0,0,357160,1169.25,358330,400.65,357929,0,0,0,357929,0,,
18,215,55,55,357929,0,0,0,0,357929,1171.77,359101,401.51,358699,0,0,0,358699,0,,
18,216,55,55,358699,0,0,0,0,358699,1174.29,359873,402.37,359471,0,0,0,359471,0,,
19,217,55,55,359471,0,0,0,0,359471,1176.81,360648,403.24,360245,0,0,0,360245,0,,
19,218,55,55,360245,0,0,0,0,360245,1179.35,361424,404.11,361020,0,0,0,361020,0,,
19,219,55,55,361020,0,0,0,0,361020,1181.89,362202,404.98,361797,0,0,0,361797,0,,
19,220,55,55,361797,0,0,0,0,361797,1184.43,362981,405.85,362575,0,0,0,362575,0,,
19,221,56,56,362575,0,0,0,0,362575,1186.98,363762,406.72,363356,0,0,0,363356,0,,
19,222,56,56,363356,0,0,0,0,363356,1189.53,364545,407.60,364138,0,0,0,364138,0,,
19,223,56,56,364138,0,0,0,0,364138,1192.09,365330,408.47,364921,0,0,0,364921,0,,
19,224,56,56,364921,0,0,0,0,364921,1194.66,366116,409.35,365706,0,0,0,365706,0,,
19,225,56,56,365706,0,0,0,0,365706,1197.23,366904,410.23,366493,0,0,0,366493,0,,
19,226,56,56,366493,0,0,0,0,366493,1199.80,367693,411.12,367282,0,0,0,367282,0,,
19,227,56,56,367282,0,0,0,0,367282,1202.39,368485,412.00,368073,0,0,0,368073,0,,
19,228,56,56,368073,0,0,0,0,368073,1204.97,369278,412.89,368865,0,0,0,368865,0,,
20,229,56,56,368865,0,0,0,0,368865,1207.57,370072,413.78,369658,0,0,0,369658,0,,
20,230,56,56,369658,0,0,0,0,369658,1210.17,370869,414.67,370454,0,0,0,370454,0,,
20,231,56,56,370454,0,0,0,0,370454,1212.77,371667,415.56,371251,0,0,0,371251,0,,
20,232,56,56,371251,0,0,0,0,371251,1215.38,372467,416.45,372050,0,0,0,372050,0,,
20,233,57,57,372050,0,0,0,0,372050,1218.00,373268,417.35,372851,0,0,0,372851,0,,
20,234,57,57,372851,0,0,0,0,372851,1220.62,374071,418.25,373653,0,0,0,373653,0,,
20,235,57,57,373653,0,0,0,0,373653,1223.24,374876,419.15,374457,0,0,0,374457,0,,
20,236,57,57,374457,0,0,0,0,374457,1225.88,375683,420.05,375263,0,0,0,375263,0,,
20,237,57,57,375263,0,0,0,0,375263,1228.51,376492,420.95,376071,0,0,0,376071,0,,
20,238,57,57,376071,0,0,0,0,376071,1231.16,377302,421.86,376880,0,0,0,376880,0,,
20,239,57,57,376880,0,0,0,0,376880,1233.81,378114,422.77,377691,0,0,0,377691,0,,
20,240,57,57,377691,0,0,0,0,377691,1236.46,378927,423.68,378504,0,11079,0,389583,0,,
21,241,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0,0,0,0,"3,89,583",,
21,242,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,,
21,243,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,,
21,244,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,,
21,245,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,,
21,246,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,,
21,247,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,,
21,248,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,,
21,249,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,,
21,250,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,,
21,251,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,,
21,252,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,,
22,253,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,,
22,254,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,,
22,255,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,,
22,256,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,,
22,257,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,,
22,258,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,,
22,259,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,,
22,260,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,,
22,261,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,,
22,262,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,,
22,263,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,,
22,264,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,,
23,265,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,,
23,266,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,,
23,267,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,,
23,268,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,,
23,269,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,,
23,270,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,,
23,271,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,,
23,272,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,,
23,273,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,,
